module,type,name,res_id,src,value,comments
web_unsplash,model,"account.incoterms,name",account.incoterm_FCA,FREE CARRIER,FREE CARRIER,
web_unsplash,model,"account.incoterms,name",account.incoterm_FOB,FREE ON BOARD,FREE ON BOARD,
web_unsplash,model,"account.payment.method,name",account.account_payment_method_manual_in,Manual,Manual,
web_unsplash,model,"account.payment.method,name",account.account_payment_method_manual_out,Manual,Manual,
web_unsplash,model,"account.payment.method,name",payment.account_payment_method_electronic_in,Electronic,Electronic,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_15days,15 Days,15 Days,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_15days,Payment terms: 15 Days,Payment terms: 15 Days,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_21days,21 Days,21 Days,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_21days,Payment terms: 21 Days,Payment terms: 21 Days,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_2months,2 Months,2 Months,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_2months,Payment terms: 2 Months,Payment terms: 2 Months,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_30days,30 Days,30 Days,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_30days,Payment terms: 30 Days,Payment terms: 30 Days,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_45days,45 Days,45 Days,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_45days,Payment terms: 45 Days,Payment terms: 45 Days,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_advance,30% Advance End of Following Month,30% Advance End of Following Month,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_advance,Payment terms: 30% Advance End of Following Month,Payment terms: 30% Advance End of Following Month,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_advance_60days,"30% Now, Balance 60 Days","30% Now, Balance 60 Days",
web_unsplash,model,"account.payment.term,note",account.account_payment_term_advance_60days,"Payment terms: 30% Now, Balance 60 Days","Payment terms: 30% Now, Balance 60 Days",
web_unsplash,model,"account.payment.term,name",account.account_payment_term_end_following_month,End of Following Month,End of Following Month,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_end_following_month,Payment terms: End of Following Month,Payment terms: End of Following Month,
web_unsplash,model,"account.payment.term,name",account.account_payment_term_immediate,Immediate Payment,Immediate Payment,
web_unsplash,model,"account.payment.term,note",account.account_payment_term_immediate,Payment terms: Immediate Payment,Payment terms: Immediate Payment,
web_unsplash,model,"account.tax.group,name",account.tax_group_taxes,Taxes,Taxes,
web_unsplash,model,"account.tax.group,name",l10n_hn.tax_group_iva_15,IVA 15%,IVA 15%,
web_unsplash,model,"digest.tip,name",account.digest_tip_account_0,"Tip: No need to print, put in an envelop and post your invoices","Tip: No need to print, put in an envelop and post your invoices",
web_unsplash,model_terms,"digest.tip,tip_description",account.digest_tip_account_0,"Use the “<i>Send by Post</i>” option to post invoices automatically. For the cost of a local stamp, we do all the manual work: your invoice will be printed in the right country, put in an envelop and sent by snail mail. Use this feature from the list view to post hundreds of invoices in bulk.","Use the “<i>Send by Post</i>” option to post invoices automatically. For the cost of a local stamp, we do all the manual work: your invoice will be printed in the right country, put in an envelop and sent by snail mail. Use this feature from the list view to post hundreds of invoices in bulk.",
web_unsplash,model_terms,"digest.tip,tip_description",account.digest_tip_account_0,"Tip: No need to print, put in an envelop and post your invoices","Tip: No need to print, put in an envelop and post your invoices",
web_unsplash,model,"digest.tip,name",digest.digest_tip_digest_0,Tip: Speed up your workflow with shortcuts,Tip: Speed up your workflow with shortcuts,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_0,Press ALT in any screen to highlight shortcuts for every button in the screen. It is useful to process multiple documents in batch.,Press ALT in any screen to highlight shortcuts for every button in the screen. It is useful to process multiple documents in batch.,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_0,Tip: Speed up your workflow with shortcuts,Tip: Speed up your workflow with shortcuts,
web_unsplash,model,"digest.tip,name",digest.digest_tip_digest_1,Tip: Click on an avatar to chat with a user,Tip: Click on an avatar to chat with a user,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_1,Tip: Click on an avatar to chat with a user,Tip: Click on an avatar to chat with a user,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_1,"Have a question about a document? Click on the responsible user's picture to start a conversation. If his avatar has a green dot, he is online.","Have a question about a document? Click on the responsible user's picture to start a conversation. If his avatar has a green dot, he is online.",
web_unsplash,model,"digest.tip,name",digest.digest_tip_digest_2,Tip: A calculator in Odoo,Tip: A calculator in Odoo,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_2,Tip: A calculator in Odoo,Tip: A calculator in Odoo,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_2,"When editing a number, you can use formulae by typing the `=` character. This is useful when computing a margin or a discount on a quotation, sale order or invoice.","When editing a number, you can use formulae by typing the `=` character. This is useful when computing a margin or a discount on a quotation, sale order or invoice.",
web_unsplash,model,"digest.tip,name",digest.digest_tip_digest_3,Tip: How to ping users in internal notes?,Tip: How to ping users in internal notes?,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_3,"Type ""@"" to notify someone in a message, or ""#"" to link to a channel. Try to notify @OdooBot to test the feature.","Type ""@"" to notify someone in a message, or ""#"" to link to a channel. Try to notify @OdooBot to test the feature.",
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_3,Tip: How to ping users in internal notes?,Tip: How to ping users in internal notes?,
web_unsplash,model,"digest.tip,name",digest.digest_tip_digest_4,Tip: Knowledge is power,Tip: Knowledge is power,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_4,Tip: Knowledge is power,Tip: Knowledge is power,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_4,"When following documents, use the pencil icon to fine-tune the information you want to receive.
Follow a project / sales team to keep track of this project's tasks / this team's opportunities.","When following documents, use the pencil icon to fine-tune the information you want to receive.
Follow a project / sales team to keep track of this project's tasks / this team's opportunities.",
web_unsplash,model,"ir.actions.act_window,name",account.account_automatic_entry_wizard_action,Create Automatic Entries for selected Journal Items,Create Automatic Entries for selected Journal Items,
web_unsplash,model,"ir.actions.act_window,name",account.account_send_payment_receipt_by_email_action,Send receipt by email,Send receipt by email,
web_unsplash,model,"ir.actions.act_window,name",account.account_send_payment_receipt_by_email_action_multi,Send receipts by email,Send receipts by email,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_chart_template_form,Chart of Accounts Templates,Chart of Accounts Templates,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_config,Settings,Settings,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_fiscal_position_form,Fiscal Positions,Fiscal Positions,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_fiscal_position_form,Create a new fiscal position,Create a new fiscal position,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_form,Chart of Accounts,Chart of Accounts,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_form,Add a new account,Add a new account,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_form,"An account is part of a ledger allowing your company
                to register all kinds of debit and credit transactions.
                Companies present their annual accounts in two main parts: the
                balance sheet and the income statement (profit and loss
                account). The annual accounts of a company are required by law
                to disclose a certain amount of information.","An account is part of a ledger allowing your company
                to register all kinds of debit and credit transactions.
                Companies present their annual accounts in two main parts: the
                balance sheet and the income statement (profit and loss
                account). The annual accounts of a company are required by law
                to disclose a certain amount of information.",
web_unsplash,model,"ir.actions.act_window,name",account.action_account_invoice_report_all,Invoices Analysis,Invoices Analysis,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_invoice_report_all,"From this report, you can have an overview of the amount invoiced to your customers. The search tool can also be used to personalise your Invoices reports and so, match this analysis to your needs.","From this report, you can have an overview of the amount invoiced to your customers. The search tool can also be used to personalise your Invoices reports and so, match this analysis to your needs.",
web_unsplash,model,"ir.actions.act_window,name",account.action_account_invoice_report_all_supp,Invoices Analysis,Invoices Analysis,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_invoice_report_all_supp,"From this report, you can have an overview of the amount invoiced from your vendors. The search tool can also be used to personalise your Invoices reports and so, match this analysis to your needs.","From this report, you can have an overview of the amount invoiced from your vendors. The search tool can also be used to personalise your Invoices reports and so, match this analysis to your needs.",
web_unsplash,model,"ir.actions.act_window,name",account.action_account_journal_form,Journals,Journals,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_journal_form,"A journal is used to record transactions of all accounting data
                related to the day-to-day business.","A journal is used to record transactions of all accounting data
                related to the day-to-day business.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_journal_form,Add a journal,Add a journal,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_journal_group_list,Journal Groups,Journal Groups,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_journal_group_list,Add a journal group,Add a journal group,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_journal_group_list,Journal group are used in reporting to display relevant data together.,Journal group are used in reporting to display relevant data together.,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_all,Journal Items,Journal Items,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_all_a,Journal Items,Journal Items,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_all_tree,Journal Items,Journal Items,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_journal_bank_cash,Bank and Cash,Bank and Cash,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_journal_misc,Miscellaneous,Miscellaneous,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_journal_purchase,Purchases,Purchases,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_journal_sales,Sales,Sales,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_ledger_general,General Ledger,General Ledger,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_ledger_partner,Partner Ledger,Partner Ledger,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_payments,Payments,Payments,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments,Register a payment,Register a payment,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments,Payments are used to register liquidity movements. You can process those payments by your own means or by using installed facilities.,Payments are used to register liquidity movements. You can process those payments by your own means or by using installed facilities.,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_payments_payable,Payments,Payments,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments_payable,Register a payment,Register a payment,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments_payable,Payments are used to register liquidity movements. You can process those payments by your own means or by using installed facilities.,Payments are used to register liquidity movements. You can process those payments by your own means or by using installed facilities.,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_payments_transfer,Internal Transfers,Internal Transfers,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments_transfer,Register a payment,Register a payment,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments_transfer,Payments are used to register liquidity movements. You can process those payments by your own means or by using installed facilities.,Payments are used to register liquidity movements. You can process those payments by your own means or by using installed facilities.,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_reconcile_model,Reconciliation Models,Reconciliation Models,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_reconcile_model,"Those can be used to quickly create a journal items when reconciling
                a bank statement or an account.","Those can be used to quickly create a journal items when reconciling
                a bank statement or an account.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_reconcile_model,Create a new reconciliation model,Create a new reconciliation model,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_resequence,Resequence,Resequence,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_tax_template_form,Tax Templates,Tax Templates,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_type_form,Account Types,Account Types,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_type_form,Define a new account type,Define a new account type,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_type_form,"An account type is used to determine how an account is used in
                each journal. The deferral method of an account type determines
                the process for the annual closing. Reports such as the Balance
                Sheet and the Profit and Loss report use the category
                (profit/loss or balance sheet).","An account type is used to determine how an account is used in
                each journal. The deferral method of an account type determines
                the process for the annual closing. Reports such as the Balance
                Sheet and the Profit and Loss report use the category
                (profit/loss or balance sheet).",
web_unsplash,model,"ir.actions.act_window,name",account.action_account_unreconcile,Unreconcile,Unreconcile,
web_unsplash,model,"ir.actions.act_window,name",account.action_analytic_default_list,Analytic Defaults Rules,Analytic Defaults Rules,
web_unsplash,model,"ir.actions.act_window,name",account.action_bank_statement_line,Bank Statement Lines,Bank Statement Lines,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_line,"Odoo allows you to reconcile a statement line directly with
                the related sale or purchase invoice(s).","Odoo allows you to reconcile a statement line directly with
                the related sale or purchase invoice(s).",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_line,A bank statement line is a financial transaction on a bank account,A bank statement line is a financial transaction on a bank account,
web_unsplash,model,"ir.actions.act_window,name",account.action_bank_statement_tree,Bank Statements,Bank Statements,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_tree,Register a bank statement,Register a bank statement,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_tree,"A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.","A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_tree,"Odoo allows you to reconcile a statement line directly with
                the related sale or purchase invoices.","Odoo allows you to reconcile a statement line directly with
                the related sale or purchase invoices.",
web_unsplash,model,"ir.actions.act_window,name",account.action_cash_box_out,Take Money In/Out,Take Money In/Out,
web_unsplash,model,"ir.actions.act_window,name",account.action_configure_tax_report,Tax Reports,Tax Reports,
web_unsplash,model,"ir.actions.act_window,name",account.action_incoterms_tree,Incoterms,Incoterms,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_incoterms_tree,Incoterms are used to divide transaction costs and responsibilities between buyer and seller.,Incoterms are used to divide transaction costs and responsibilities between buyer and seller.,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_incoterms_tree,Create a new incoterm,Create a new incoterm,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_in_invoice_type,Bills,Bills,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_invoice_type,Create a vendor bill,Create a vendor bill,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_invoice_type,"Create invoices, register payments and keep track of the discussions with your vendors.","Create invoices, register payments and keep track of the discussions with your vendors.",
web_unsplash,model,"ir.actions.act_window,name",account.action_move_in_receipt_type,Receipts,Receipts,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_receipt_type,"When the purchase receipt is confirmed, you can record the
                vendor payment related to this purchase receipt.","When the purchase receipt is confirmed, you can record the
                vendor payment related to this purchase receipt.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_receipt_type,Register a new purchase receipt,Register a new purchase receipt,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_in_refund_type,Refunds,Refunds,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_refund_type,Note that the easiest way to create a vendor credit note it to do it directly from the vendor bill.,Note that the easiest way to create a vendor credit note it to do it directly from the vendor bill.,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_refund_type,Create a vendor credit note,Create a vendor credit note,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_journal_line,Journal Entries,Journal Entries,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_journal_line,"A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.","A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_journal_line,Create a journal entry,Create a journal entry,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_line_form,Entries,Entries,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_line_select,Journal Items,Journal Items,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_out_invoice_type,Invoices,Invoices,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_invoice_type,"Create invoices, register payments and keep track of the discussions with your customers.","Create invoices, register payments and keep track of the discussions with your customers.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_invoice_type,Create a customer invoice,Create a customer invoice,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_out_receipt_type,Receipts,Receipts,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_receipt_type,"When the sale receipt is confirmed, you can record the customer
                payment related to this sales receipt.","When the sale receipt is confirmed, you can record the customer
                payment related to this sales receipt.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_receipt_type,Create a new sales receipt,Create a new sales receipt,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_out_refund_type,Credit Notes,Credit Notes,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_refund_type,Create a credit note,Create a credit note,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_refund_type,"Note that the easiest way to create a credit note is to do it directly
                from the customer invoice.","Note that the easiest way to create a credit note is to do it directly
                from the customer invoice.",
web_unsplash,model,"ir.actions.act_window,name",account.action_open_account_onboarding_create_invoice,Create first invoice,Create first invoice,
web_unsplash,model,"ir.actions.act_window,name",account.action_open_account_onboarding_sale_tax,Sales tax,Sales tax,
web_unsplash,model,"ir.actions.act_window,name",account.action_open_settings,Settings,Settings,
web_unsplash,model,"ir.actions.act_window,name",account.action_payment_term_form,Payment Terms,Payment Terms,
web_unsplash,model,"ir.actions.act_window,name",account.action_tax_form,Taxes,Taxes,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_tax_form,Create a new tax,Create a new tax,
web_unsplash,model,"ir.actions.act_window,name",account.action_validate_account_move,Post entries,Post entries,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_validate_account_move,"This wizard will validate all journal entries selected. Once journal entries are validated, you can not update them anymore.","This wizard will validate all journal entries selected. Once journal entries are validated, you can not update them anymore.",
web_unsplash,model,"ir.actions.act_window,name",account.action_view_account_bnk_stmt_check,Check Closing Balance,Check Closing Balance,
web_unsplash,model,"ir.actions.act_window,name",account.action_view_account_move_reversal,Reverse,Reverse,
web_unsplash,model,"ir.actions.act_window,name",account.action_view_bank_statement_tree,Cash Registers,Cash Registers,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_view_bank_statement_tree,"A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.","A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_view_bank_statement_tree,Create a new cash log,Create a new cash log,
web_unsplash,model,"ir.actions.act_window,name",account.analytic_rule_action_user,Analytic Rules,Analytic Rules,
web_unsplash,model,"ir.actions.act_window,name",account.invoice_send,Send & print,Send & print,
web_unsplash,model,"ir.actions.act_window,name",account.open_account_charts_modules,Chart Templates,Chart Templates,
web_unsplash,model,"ir.actions.act_window,name",account.open_account_journal_dashboard_kanban,Accounting Dashboard,Accounting Dashboard,
web_unsplash,model_terms,"ir.actions.act_window,help",account.open_account_journal_dashboard_kanban,"If you have not installed a chart of account, please install one first.<br>","If you have not installed a chart of account, please install one first.<br>",
web_unsplash,model_terms,"ir.actions.act_window,help",account.open_account_journal_dashboard_kanban,This is the accounting dashboard,This is the accounting dashboard,
web_unsplash,model_terms,"ir.actions.act_window,help",account.open_account_journal_dashboard_kanban,Browse available countries.,Browse available countries.,
web_unsplash,model,"ir.actions.act_window,name",account.product_product_action_purchasable,Products,Products,
web_unsplash,model_terms,"ir.actions.act_window,help",account.product_product_action_purchasable,Create a new purchasable product,Create a new purchasable product,
web_unsplash,model,"ir.actions.act_window,name",account.product_product_action_sellable,Products,Products,
web_unsplash,model_terms,"ir.actions.act_window,help",account.product_product_action_sellable,Create a new sellable product,Create a new sellable product,
web_unsplash,model,"ir.actions.act_window,name",account.res_partner_action_customer,Customers,Customers,
web_unsplash,model_terms,"ir.actions.act_window,help",account.res_partner_action_customer,Odoo helps you easily track all activities related to a customer.,Odoo helps you easily track all activities related to a customer.,
web_unsplash,model_terms,"ir.actions.act_window,help",account.res_partner_action_customer,Create a new customer in your address book,Create a new customer in your address book,
web_unsplash,model,"ir.actions.act_window,name",account.res_partner_action_supplier,Vendors,Vendors,
web_unsplash,model_terms,"ir.actions.act_window,help",account.res_partner_action_supplier,Odoo helps you easily track all activities related to a supplier.,Odoo helps you easily track all activities related to a supplier.,
web_unsplash,model_terms,"ir.actions.act_window,help",account.res_partner_action_supplier,Create a new supplier in your address book,Create a new supplier in your address book,
web_unsplash,model,"ir.actions.act_window,name",account.rounding_list_action,Cash Roundings,Cash Roundings,
web_unsplash,model_terms,"ir.actions.act_window,help",account.rounding_list_action,Create the first cash rounding,Create the first cash rounding,
web_unsplash,model,"ir.actions.act_window,name",account.tax_adjustments_form,Tax Adjustments,Tax Adjustments,
web_unsplash,model,"ir.actions.act_window,name",account_edi.action_open_edi_documents,Electronic invoicing,Electronic invoicing,
web_unsplash,model,"ir.actions.act_window,name",account_edi.action_open_payment_edi_documents,Electronic invoicing,Electronic invoicing,
web_unsplash,model,"ir.actions.act_window,name",analytic.account_analytic_group_action,Analytic Account Groups,Analytic Account Groups,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_group_action,Click to add a new analytic account group.,Click to add a new analytic account group.,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_group_action,This allows you to classify your analytic accounts.,This allows you to classify your analytic accounts.,
web_unsplash,model,"ir.actions.act_window,name",analytic.account_analytic_line_action,Costs & Revenues,Costs & Revenues,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action,"Costs will be created automatically when you register supplier
                invoices, expenses or timesheets.","Costs will be created automatically when you register supplier
                invoices, expenses or timesheets.",
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action,"In Odoo, sales orders and projects are implemented using
                analytic accounts. You can track costs and revenues to analyse
                your margins easily.","In Odoo, sales orders and projects are implemented using
                analytic accounts. You can track costs and revenues to analyse
                your margins easily.",
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action,No activity yet on this account,No activity yet on this account,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action,"Revenues will be created automatically when you create customer
                invoices. Customer invoices can be created based on sales orders
                (fixed price invoices), on timesheets (based on the work done) or
                on expenses (e.g. reinvoicing of travel costs).","Revenues will be created automatically when you create customer
                invoices. Customer invoices can be created based on sales orders
                (fixed price invoices), on timesheets (based on the work done) or
                on expenses (e.g. reinvoicing of travel costs).",
web_unsplash,model,"ir.actions.act_window,name",analytic.account_analytic_line_action_entries,Analytic Items,Analytic Items,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action_entries,No activity yet,No activity yet,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action_entries,"Costs will be created automatically when you register supplier
                invoices, expenses or timesheets.","Costs will be created automatically when you register supplier
                invoices, expenses or timesheets.",
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action_entries,"In Odoo, sales orders and projects are implemented using
                analytic accounts. You can track costs and revenues to analyse
                your margins easily.","In Odoo, sales orders and projects are implemented using
                analytic accounts. You can track costs and revenues to analyse
                your margins easily.",
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action_entries,"Revenues will be created automatically when you create customer
                invoices. Customer invoices can be created based on sales orders
                (fixed price invoices), on timesheets (based on the work done) or
                on expenses (e.g. reinvoicing of travel costs).","Revenues will be created automatically when you create customer
                invoices. Customer invoices can be created based on sales orders
                (fixed price invoices), on timesheets (based on the work done) or
                on expenses (e.g. reinvoicing of travel costs).",
web_unsplash,model,"ir.actions.act_window,name",analytic.account_analytic_tag_action,Analytic Tags,Analytic Tags,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_tag_action,Add a new tag,Add a new tag,
web_unsplash,model,"ir.actions.act_window,name",analytic.action_account_analytic_account_form,Analytic Accounts,Analytic Accounts,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.action_account_analytic_account_form,Add a new analytic account,Add a new analytic account,
web_unsplash,model,"ir.actions.act_window,name",analytic.action_analytic_account_form,Chart of Analytic Accounts,Chart of Analytic Accounts,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.action_analytic_account_form,Add a new analytic account,Add a new analytic account,
